Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
756037,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,01906,Web,03/12/2014,03/12/2014,Navient,Closed with explanation,Yes,No
755978,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10016,Web,03/12/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,No
755971,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48422,Web,03/12/2014,03/12/2014,Sallie Mae,Closed with explanation,Yes,No
755938,Student loan,Non-federal student loan,Can't repay my loan,,FL,33870,Web,03/12/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,Yes
755934,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MI,48909,Web,03/12/2014,03/13/2014,Genesis Lending,Closed with monetary relief,No,
755926,Student loan,Non-federal student loan,Can't repay my loan,,TX,77002,Web,03/12/2014,03/12/2014,Sallie Mae,Closed with explanation,Yes,Yes
755913,Student loan,Non-federal student loan,Can't repay my loan,,MI,48219,Web,03/12/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,No
755878,Student loan,Non-federal student loan,Can't repay my loan,,MA,01532,Web,03/12/2014,03/12/2014,Navient,Closed with explanation,Yes,No
755854,Student loan,Non-federal student loan,Can't repay my loan,,NJ,07572,Web,03/12/2014,03/13/2014,Navient,Closed with explanation,Yes,No
755845,Student loan,Non-federal student loan,Can't repay my loan,,OR,97301,Web,03/12/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,Yes
767042,Student loan,Non-federal student loan,Can't repay my loan,,MA,02125,Web,03/11/2014,03/19/2014,Allied Interstate LLC,Closed with non-monetary relief,Yes,No
755625,Student loan,Non-federal student loan,Can't repay my loan,,VA,23223,Web,03/11/2014,04/11/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
755586,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,92656,Web,03/11/2014,03/12/2014,Navient,Closed with monetary relief,Yes,No
759995,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60453,Phone,03/11/2014,03/12/2014,Sallie Mae,Closed with explanation,Yes,No
760059,Student loan,Non-federal student loan,Can't repay my loan,,IL,61049,Web,03/11/2014,03/12/2014,Wells Fargo,Closed with explanation,Yes,No
755819,Student loan,Non-federal student loan,Can't repay my loan,,VA,23803,Web,03/11/2014,03/12/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
755806,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,19063,Web,03/11/2014,03/13/2014,Navient,Closed with explanation,Yes,No
755800,Student loan,Non-federal student loan,Can't repay my loan,,NV,,Web,03/11/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,No
755799,Student loan,Non-federal student loan,Can't repay my loan,,OH,44720,Web,03/11/2014,03/12/2014,Discover,Closed with monetary relief,Yes,No
757603,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97439,Web,03/11/2014,03/14/2014,Sallie Mae,Closed with non-monetary relief,Yes,No
757585,Student loan,Non-federal student loan,Can't repay my loan,,WA,98058,Web,03/11/2014,03/13/2014,Great Lakes,Closed with explanation,Yes,No
757560,Student loan,Non-federal student loan,Can't repay my loan,,MN,55447,Web,03/11/2014,03/12/2014,Wells Fargo,Closed with explanation,Yes,No
754036,Student loan,Non-federal student loan,Can't repay my loan,,WI,53211,Web,03/11/2014,03/11/2014,KeyBank NA,Closed with explanation,Yes,No
757152,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MA,01002,Web,03/11/2014,03/12/2014,Discover,Closed with explanation,Yes,No
762107,Student loan,Non-federal student loan,Can't repay my loan,,IN,46746,Web,03/11/2014,03/12/2014,JPMorgan Chase,Closed with explanation,Yes,No
753322,Student loan,Non-federal student loan,Can't repay my loan,,,10462,Web,03/11/2014,03/11/2014,"National Enterprise Systems, Inc.",Closed with non-monetary relief,Yes,No
755771,Student loan,Non-federal student loan,Can't repay my loan,,AZ,85302,Web,03/11/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,Yes
754069,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,07041,Postal mail,03/11/2014,03/12/2014,KeyBank NA,Closed with explanation,Yes,No
755070,Student loan,Non-federal student loan,Can't repay my loan,,MD,20876,Web,03/11/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,No
762806,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CA,95747,Phone,03/11/2014,03/12/2014,Wells Fargo,Closed with non-monetary relief,Yes,No
755770,Student loan,Non-federal student loan,Can't repay my loan,,MN,56567,Web,03/11/2014,03/12/2014,AES/PHEAA,Closed with explanation,Yes,No
755673,Student loan,Non-federal student loan,Getting a loan,,IN,47274,Web,03/11/2014,03/13/2014,Navient,Closed with explanation,Yes,No
755649,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NV,89149,Web,03/11/2014,03/12/2014,Navient,Closed with monetary relief,Yes,Yes
755523,Student loan,Non-federal student loan,Can't repay my loan,,TX,76132,Web,03/10/2014,04/28/2014,Granite State Management & Resources,Closed with explanation,Yes,No
762700,Student loan,Non-federal student loan,Getting a loan,,TX,78753,Web,03/10/2014,03/20/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
762661,Student loan,Non-federal student loan,Can't repay my loan,,NC,28204,Web,03/10/2014,03/10/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
766986,Student loan,Non-federal student loan,Can't repay my loan,,FL,33312,Web,03/10/2014,03/20/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
759952,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DE,19808,Web,03/10/2014,03/10/2014,AES/PHEAA,Closed with explanation,Yes,No
755578,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,21122,Web,03/10/2014,03/12/2014,Navient,Closed with non-monetary relief,Yes,No
755575,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NC,27617,Web,03/10/2014,03/12/2014,Higher Education Student Assistance Authority (HESAA),Closed with monetary relief,Yes,No
755547,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MD,20852,Referral,03/10/2014,03/12/2014,Navient,Closed with explanation,Yes,No
755520,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,01072,Web,03/10/2014,03/12/2014,Navient,Closed with non-monetary relief,Yes,No
753913,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WA,98043,Web,03/10/2014,03/10/2014,Wells Fargo,Closed with explanation,Yes,No
753766,Student loan,Non-federal student loan,Can't repay my loan,,NJ,08638,Web,03/10/2014,03/11/2014,Brazos Higher Education Servicing,Closed with explanation,Yes,No
752391,Student loan,Non-federal student loan,Can't repay my loan,,CA,92130,Web,03/10/2014,03/11/2014,Navient,Closed with explanation,Yes,No
752380,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OH,44321,Web,03/10/2014,03/10/2014,First Associates Loan Servicing LLC,Closed with explanation,Yes,No
752269,Student loan,Non-federal student loan,Can't repay my loan,,IN,46322,Web,03/10/2014,03/10/2014,KeyBank NA,Closed with explanation,Yes,No
751776,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32548,Web,03/10/2014,03/10/2014,Navient,Closed with explanation,Yes,No
751190,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AL,35212,Web,03/10/2014,03/10/2014,Navient,Closed with non-monetary relief,Yes,No
751081,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NY,10312,Web,03/10/2014,03/10/2014,Navient,Closed with monetary relief,Yes,Yes
762600,Student loan,Non-federal student loan,Dealing with my lender or servicer,,DC,20015,Web,03/08/2014,03/11/2014,ACS Education Services,Closed with explanation,Yes,No
751024,Student loan,Non-federal student loan,Can't repay my loan,,IL,61738,Web,03/08/2014,03/08/2014,Navient,Closed with monetary relief,Yes,No
748436,Student loan,Non-federal student loan,Repaying your loan,,,11102,Web,03/07/2014,03/07/2014,Discover,Closed with explanation,Yes,No
748407,Student loan,Non-federal student loan,Can't repay my loan,,NY,11559,Postal mail,03/07/2014,03/11/2014,Citibank,Closed with explanation,Yes,No
748285,Student loan,Non-federal student loan,Dealing with my lender or servicer,,VT,05201,Web,03/07/2014,03/07/2014,"Weltman, Weinberg & Reis",Closed with explanation,Yes,No
751014,Student loan,Non-federal student loan,Can't repay my loan,,OH,44118,Web,03/07/2014,03/07/2014,Navient,Closed with explanation,Yes,No
751005,Student loan,Non-federal student loan,Can't repay my loan,,IL,60074,Web,03/07/2014,03/07/2014,Discover,Closed with explanation,Yes,No
750302,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WV,26041,Referral,03/07/2014,03/11/2014,Nelnet,Closed with monetary relief,Yes,No
750301,Student loan,Non-federal student loan,Dealing with my lender or servicer,,WV,26041,Referral,03/07/2014,03/10/2014,Navient,Closed with monetary relief,Yes,No
750210,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30542,Referral,03/07/2014,03/10/2014,Navient,Closed with explanation,Yes,No
